Genes	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MOLM13_2w_2_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MOLM13_WT_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MV4_11_6w_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MV4_11_WT_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_OCI_6w_2_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_OCI_WT_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_WT_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_6W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_WT_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_4W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_6W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_WT_3__500ng.raw
ABT1	1.00792e+07	1.05929e+07	1.06304e+07	5.27628e+06	7.19792e+06	7.34018e+06	9.82581e+06	8.24984e+06	1.04687e+07	1.04129e+07	1.00205e+07	1.10127e+07	5.98743e+06	5.5146e+06	5.78379e+06	5.65231e+06	6.4153e+06	5.93791e+06	5.45141e+06	8.00816e+06	7.60944e+06	7.52178e+06	8.88937e+06	7.95815e+06	9.08319e+06	6.63046e+06	7.75627e+06
ABTB1				501417	1.1881e+06	880333	422992						385577			512870				1.03787e+06	937784	1.07871e+06	680688	1.36913e+06	998715	1.01689e+06	880919
ACAA1	1.99004e+07	2.3898e+07	1.94024e+07	3.17063e+07	2.70156e+07	1.99394e+07	2.14094e+07	2.07088e+07	2.06922e+07	2.1212e+07	2.23753e+07	2.3083e+07	3.45873e+07	3.39279e+07	2.65473e+07	2.78663e+07	2.36071e+07	2.88188e+07	2.89371e+07	2.16563e+07	2.29627e+07	2.30196e+07	2.39033e+07	3.01496e+07	2.42766e+07	1.90418e+07	1.78678e+07
ACAA2	4.7215e+07	3.82771e+07	3.11886e+07	4.13389e+07	5.23476e+07	5.95873e+07	4.25461e+07	3.37321e+07	4.44138e+07	3.72593e+07	4.16713e+07	3.94282e+07	3.76441e+07	3.61931e+07	3.17395e+07	2.83845e+07	2.83852e+07	4.36971e+07	4.72662e+07	4.99015e+07	4.97633e+07	5.95194e+07	5.12538e+07	5.24757e+07	4.59823e+07	6.02764e+07	6.37045e+07
ACACA	3.31654e+07	2.89867e+07	3.18341e+07	2.1101e+07	2.84012e+07	2.51598e+07	3.43847e+07	3.6563e+07	3.31276e+07	3.45599e+07	2.87118e+07	2.89834e+07	2.10494e+07	2.05558e+07	1.9867e+07	1.97744e+07	2.44767e+07	2.20718e+07	2.12484e+07	2.51926e+07	2.43895e+07	2.41057e+07	2.84076e+07	2.43994e+07	2.9735e+07	2.40628e+07	2.46023e+07
ACAD10	4.76444e+06	6.63156e+06	5.23207e+06	6.50248e+06	5.63209e+06	6.39726e+06	5.19253e+06	5.87038e+06	6.89733e+06	5.54775e+06	6.63609e+06	6.81577e+06	1.03837e+07	8.83684e+06	6.08338e+06	5.9492e+06	8.52111e+06	8.53571e+06	7.9236e+06	4.0196e+06	5.58384e+06	5.76841e+06	3.94962e+06	5.07812e+06	4.42673e+06	6.30507e+06	5.70623e+06
ACAD11	1.51243e+06		2.39097e+06		1.002e+06	858449	1.93115e+06	2.11606e+06		3.01269e+06		1.27057e+06												1.18805e+06			
ACAD8	1.28982e+07	1.44004e+07	9.82389e+06	9.02244e+06	1.31743e+07	8.70764e+06	1.31967e+07	1.0181e+07	1.21185e+07	1.07945e+07	1.30598e+07	1.2832e+07	7.11474e+06	7.95382e+06	6.65278e+06	9.54468e+06	7.03836e+06	1.02902e+07	8.61462e+06	8.9391e+06	9.18965e+06	9.15695e+06	7.9062e+06	7.62958e+06	9.64575e+06	6.8118e+06	5.64411e+06
ACAD9	4.2235e+07	5.13041e+07	4.35288e+07	4.56808e+07	3.6256e+07	4.24801e+07	4.44347e+07	4.70521e+07	4.42445e+07	3.81316e+07	4.53686e+07	4.48976e+07	4.54978e+07	4.30575e+07	3.74315e+07	4.0837e+07	4.17935e+07	4.46171e+07	4.35489e+07	2.81959e+07	3.58595e+07	3.49209e+07	3.02523e+07	3.29675e+07	3.50664e+07	3.846e+07	4.0912e+07
ACADM	1.53137e+08	1.75392e+08	1.35447e+08	7.0554e+07	1.05184e+08	1.14758e+08	1.63655e+08	1.41532e+08	1.85416e+08	1.30366e+08	1.61303e+08	1.52744e+08	6.4409e+07	5.46122e+07	4.51438e+07	5.84974e+07	5.68663e+07	7.62943e+07	7.28857e+07	7.63606e+07	8.86089e+07	1.02368e+08	7.44316e+07	1.0768e+08	8.73348e+07	1.12148e+08	1.09959e+08
ACADS	5.52204e+06	6.42433e+06	7.24135e+06	9.89396e+06	8.28207e+06	7.33654e+06	6.03415e+06	6.01786e+06	4.85923e+06	5.89283e+06	6.21959e+06	6.08282e+06	7.91984e+06	9.2619e+06	7.29049e+06	8.54959e+06	5.66877e+06	8.4862e+06	8.78857e+06	4.923e+06	7.87681e+06	7.20904e+06	4.12713e+06	7.52332e+06	5.98334e+06	5.92155e+06	5.41879e+06
ACADSB	7.91024e+06	1.01984e+07	6.03248e+06	2.28037e+07	1.63033e+07	1.80875e+07	7.7085e+06	6.13528e+06	5.30917e+06	6.2854e+06	9.11493e+06	9.4761e+06	2.53258e+07	2.52332e+07	1.92872e+07	2.28202e+07	1.9144e+07	2.35498e+07	2.49608e+07	1.29662e+07	1.45138e+07	1.89309e+07	1.21935e+07	1.54079e+07	1.40592e+07	1.77177e+07	1.75159e+07
ACADVL	5.88239e+07	5.89995e+07	5.25794e+07	1.11438e+08	5.9814e+07	5.52063e+07	6.03185e+07	5.93914e+07	6.31187e+07	4.28995e+07	6.68464e+07	6.00831e+07	1.08213e+08	1.10116e+08	9.50439e+07	1.10013e+08	8.06092e+07	1.19766e+08	1.14708e+08	3.72599e+07	3.78425e+07	4.14294e+07	4.67648e+07	5.13199e+07	5.69379e+07	4.835e+07	5.0621e+07
ACAP1	6.87183e+06	4.82068e+06	1.34329e+07	5.14781e+06	2.36657e+07	2.06564e+07	7.46603e+06	9.51345e+06	1.64883e+07	1.13176e+07	3.75112e+06	3.7057e+06	9.80674e+06	7.27566e+06	9.88205e+06	9.27988e+06	9.96582e+06	6.06613e+06	4.44103e+06	2.37356e+07	2.60144e+07	2.43091e+07	1.56019e+07	2.43771e+07	2.34219e+07	1.834e+07	1.82857e+07
ACAP2	1.73592e+07	1.46264e+07	1.97689e+07	1.58518e+07	3.6801e+07	3.86045e+07	1.76991e+07	1.70114e+07	1.63468e+07	1.98333e+07	1.41702e+07	1.51295e+07	1.72154e+07	1.48528e+07	1.61426e+07	1.63817e+07	1.6183e+07	1.60117e+07	1.43808e+07	3.9302e+07	3.66888e+07	3.73062e+07	3.71691e+07	4.23238e+07	3.78034e+07	3.45358e+07	3.52644e+07
ACAT1	2.45289e+08	2.92373e+08	2.27983e+08	2.87781e+08	4.2671e+08	4.37904e+08	2.53723e+08	2.499e+08	2.89874e+08	2.28668e+08	2.65353e+08	2.82249e+08	2.60423e+08	2.53196e+08	2.00424e+08	2.23208e+08	2.40941e+08	2.94066e+08	3.0058e+08	3.08823e+08	3.72066e+08	4.05943e+08	3.11787e+08	3.31261e+08	4.07041e+08	4.19001e+08	4.22793e+08
ACAT2	9.35839e+07	6.79698e+07	7.12353e+07	6.66552e+07	5.49425e+07	6.42626e+07	9.11008e+07	7.90372e+07	1.81115e+08	7.85925e+07	6.98735e+07	7.15133e+07	8.37539e+07	8.0544e+07	7.80673e+07	8.44301e+07	8.45207e+07	6.83796e+07	7.2794e+07	5.23656e+07	4.75301e+07	5.14613e+07	6.4387e+07	6.01141e+07	5.42608e+07	6.31246e+07	5.83164e+07
ACBD3	2.52712e+07	1.74329e+07	2.02896e+07	2.12307e+07	3.04316e+07	4.06748e+07	2.23793e+07	1.99953e+07	2.86165e+07	1.72867e+07	1.77607e+07	1.79894e+07	2.0881e+07	1.98979e+07	1.99524e+07	1.8917e+07	2.06685e+07	1.85096e+07	1.90362e+07	3.90607e+07	3.23116e+07	3.47251e+07	3.96414e+07	3.05611e+07	3.30672e+07	3.82843e+07	3.5584e+07
ACBD4																		1.97247e+06									
ACBD5	8.86056e+06	6.30703e+06	7.32547e+06	1.18014e+07	9.94347e+06	1.04556e+07	8.11372e+06	6.95024e+06	8.33063e+06	6.54709e+06	7.34425e+06	7.37709e+06	1.45984e+07	1.19834e+07	1.22761e+07	1.07823e+07	1.1281e+07	1.16125e+07	1.23655e+07	1.17246e+07	1.19527e+07	1.03852e+07	1.13156e+07	9.84911e+06	1.08628e+07	1.09042e+07	1.08158e+07
ACBD6	6.24581e+06	4.69222e+06	3.22406e+06	4.92418e+06	6.35222e+06	4.80564e+06	6.06893e+06	4.88284e+06	7.34726e+06	6.49212e+06	4.64918e+06	5.5669e+06	6.31137e+06	5.56291e+06	5.07984e+06	4.22404e+06	5.99546e+06	4.37876e+06	5.73779e+06	4.34275e+06	7.09781e+06	5.02656e+06	5.86188e+06	3.30477e+06	5.3117e+06	7.11563e+06	6.46905e+06
ACD			2.25192e+06	2.72884e+06	1.17403e+06	2.19268e+06	1.67557e+06	1.63047e+06		1.36769e+06		829582	2.49424e+06	2.0076e+06	2.66213e+06	1.99999e+06	2.46427e+06	2.37854e+06	2.56506e+06	1.79787e+06		1.67932e+06	1.97066e+06	2.50099e+06		1.30909e+06	1.44857e+06
ACIN1	8.21136e+07	7.88617e+07	7.88357e+07	7.26505e+07	6.82307e+07	8.20358e+07	7.63311e+07	7.42159e+07	7.18551e+07	8.10464e+07	8.09641e+07	8.4132e+07	7.84741e+07	7.23502e+07	8.3775e+07	8.20103e+07	8.55439e+07	7.62835e+07	7.13784e+07	8.7769e+07	7.91203e+07	7.72463e+07	7.89507e+07	8.16939e+07	6.36114e+07	8.34862e+07	8.09508e+07
ACKR3	52779.3	42568.2				44298.3							91743		80727.8		70125.8		57083	104643		121387		106872		92485.2	91936.3
ACLY	2.58724e+08	2.29444e+08	2.3335e+08	2.78651e+08	2.61026e+08	3.10557e+08	2.72171e+08	2.6069e+08	2.30979e+08	2.24758e+08	2.25163e+08	2.20691e+08	2.95825e+08	2.76792e+08	2.75224e+08	2.67412e+08	2.738e+08	2.72766e+08	2.75672e+08	2.8661e+08	2.55259e+08	2.52174e+08	2.98099e+08	2.71939e+08	2.61892e+08	2.71003e+08	2.73317e+08
ACO1	3.15757e+07	2.57609e+07	2.83431e+07	4.6657e+07	3.27488e+07	3.21738e+07	3.07686e+07	2.68556e+07	1.96348e+07	2.63986e+07	2.69386e+07	2.74325e+07	4.48734e+07	4.45545e+07	4.76239e+07	5.4888e+07	4.61806e+07	4.50364e+07	4.46736e+07	2.31733e+07	2.43938e+07	2.5056e+07	2.21554e+07	3.24754e+07	3.44652e+07	2.77222e+07	2.81355e+07
ACO2	1.00173e+08	1.33203e+08	9.69455e+07	8.67522e+07	1.01005e+08	8.68434e+07	9.24183e+07	1.15978e+08	9.38199e+07	1.03972e+08	1.21428e+08	1.11136e+08	8.93311e+07	9.5116e+07	6.73188e+07	6.66858e+07	7.26539e+07	8.38692e+07	8.33946e+07	7.04497e+07	8.76126e+07	9.26395e+07	6.20988e+07	8.03017e+07	7.82091e+07	8.4318e+07	7.77186e+07
ACOT1	3.06536e+06	3.7533e+06	2.06901e+06	237013	727684	2.69308e+06	2.07341e+06	1.93969e+06	1.45695e+06	4.71043e+06	1.84155e+06	3.0585e+06								3.00199e+06		3.87588e+06	1.91387e+06	1.76841e+06		3.09658e+06	2.27926e+06
ACOT11	2.62994e+06	2.08827e+06	2.6077e+06	1.58201e+06	4.35604e+06	4.61088e+06	3.49265e+06	2.85704e+06	6.42709e+06	3.97496e+06	1.98997e+06	2.83801e+06	3.84902e+06	3.11484e+06	3.13084e+06	1.52257e+06	2.56412e+06	740168	1.16183e+06	4.69587e+06	5.45574e+06	4.94002e+06	4.22053e+06	4.34338e+06	4.99145e+06	4.87485e+06	5.1699e+06
ACOT13	1.88209e+07	2.8006e+07	2.49908e+07	1.43338e+07	2.31433e+07	2.59494e+07	2.54674e+07	2.21182e+07	1.86249e+07	1.63463e+07	3.15837e+07	2.72628e+07	1.42918e+07	1.7985e+07	1.31552e+07	1.65821e+07	1.17188e+07	1.27336e+07	1.26483e+07	1.84969e+07	1.55323e+07	2.33312e+07	2.03652e+07	2.99125e+07	2.05336e+07	2.17115e+07	2.31567e+07
ACOT2													71488										157871			79689.5	
ACOT4					1.99281e+06	3.09495e+06								1.35123e+06	1.3984e+06			1.27225e+06	860639	2.80612e+06	2.9895e+06	3.01672e+06	2.01566e+06	2.88102e+06	1.28237e+06	2.41763e+06	2.12533e+06
ACOT7	6.60451e+07	6.86413e+07	8.5469e+07	1.51547e+08	3.53182e+07	3.84993e+07	7.49873e+07	8.38214e+07	6.47466e+07	6.25298e+07	8.01113e+07	7.52424e+07	1.26559e+08	1.23459e+08	1.346e+08	1.41805e+08	1.21251e+08	1.617e+08	1.44133e+08	4.73792e+07	3.38636e+07	3.4778e+07	5.38454e+07	5.14648e+07	6.0473e+07	2.75293e+07	2.72671e+07
ACOT8	1.22684e+07	1.26801e+07	1.25758e+07	1.24601e+07	1.44524e+07	1.52468e+07	1.20574e+07	1.28224e+07	1.38033e+07	1.15023e+07	1.19295e+07	1.11509e+07	1.20457e+07	1.14289e+07	1.10342e+07	1.1659e+07	8.88541e+06	1.13052e+07	1.09967e+07	1.24203e+07	1.09085e+07	1.27177e+07	1.17602e+07	1.52477e+07	1.53175e+07	1.4583e+07	1.35318e+07
ACOT9	7.50415e+06	7.9546e+06	6.6054e+06		2.07814e+07	1.61802e+07	7.91841e+06	6.325e+06	1.13347e+07	7.24336e+06	7.33478e+06	6.9619e+06								1.4212e+07	1.80372e+07	1.85949e+07	1.51681e+07	1.71825e+07	1.79019e+07	1.69426e+07	1.58641e+07
ACOX1	9.07166e+06	9.34408e+06	9.6711e+06	1.09757e+07	1.56729e+07	1.24177e+07	7.89207e+06	7.40475e+06	7.90378e+06	6.5087e+06	8.84012e+06	7.56598e+06	1.1146e+07	1.06818e+07	1.10763e+07	1.02872e+07	8.75581e+06	1.00671e+07	9.9569e+06	1.81183e+07	1.19902e+07	1.57529e+07	1.21551e+07	1.52105e+07	1.59228e+07	8.33669e+06	9.7972e+06
ACOX3	8.49258e+06	9.09259e+06	7.96456e+06	8.64605e+06	1.08952e+07	9.66734e+06	8.68668e+06	8.78351e+06	1.0336e+07	8.22479e+06	9.64192e+06	9.13821e+06	1.06862e+07	1.04494e+07	9.19898e+06	8.36106e+06	7.45445e+06	9.39137e+06	8.88346e+06	8.40071e+06	7.25227e+06	8.25531e+06	7.48698e+06	8.29879e+06	9.70071e+06	8.58468e+06	8.22317e+06
ACP1	1.27175e+08	1.2688e+08	1.49964e+08	1.06684e+08	1.56194e+08	1.07358e+08	1.30233e+08	1.32044e+08	1.45046e+08	1.31678e+08	1.24062e+08	1.2575e+08	1.15615e+08	1.12596e+08	1.05702e+08	1.0276e+08	1.23438e+08	1.07968e+08	1.12181e+08	1.56984e+08	1.10612e+08	1.37216e+08	1.38551e+08	1.80396e+08	1.33834e+08	1.12294e+08	1.06742e+08
ACP2	4.47755e+06	3.49788e+06	3.97271e+06	4.13892e+06	5.8449e+06	8.19709e+06	4.31707e+06	4.13317e+06	3.8958e+06	4.02506e+06	3.27482e+06	3.0873e+06	4.69016e+06	3.14493e+06	4.27608e+06	4.615e+06	4.3973e+06	4.3719e+06	2.93411e+06	5.79852e+06	7.41917e+06	7.09764e+06	5.55548e+06	6.67323e+06	5.79706e+06	8.05899e+06	7.6315e+06
ACP3	3.1013e+06	1.55505e+06	2.98891e+06	3.9302e+06	2.0344e+06	2.82404e+06	4.19533e+06	2.49315e+06	9.04619e+06	3.55058e+06	2.25687e+06	2.31367e+06	1.27856e+07	8.82512e+06	9.64963e+06	3.16862e+06	6.74494e+06	4.26614e+06	4.37692e+06	2.34908e+06	2.05766e+06	1.98491e+06	2.13391e+06	1.48648e+06	1.9345e+06	3.80504e+06	3.57637e+06
ACP4													463439				605824	415960									
ACRBP				2.47987e+06	2.24801e+06	4.6433e+06			1.24424e+06		1.13652e+06		5.9183e+06	3.13845e+06	4.56012e+06	4.2707e+06	4.75196e+06	2.70354e+06	3.15131e+06	4.2169e+06	4.36192e+06	3.71479e+06	3.08372e+06	4.2965e+06	2.57745e+06	5.56407e+06	4.90695e+06
ACSF2	6.03639e+06	5.41183e+06	7.2348e+06	9.15034e+06	2.27637e+07	8.76067e+06	6.27566e+06	4.60613e+06	5.20659e+06	7.43322e+06	4.74198e+06	4.57649e+06	1.3009e+07	1.17506e+07	1.06958e+07	1.50511e+07	8.26647e+06	8.88157e+06	7.50868e+06	8.58634e+06	1.38669e+07	1.27539e+07	1.16189e+07	1.74197e+07	1.25349e+07	7.13504e+06	7.78029e+06
ACSF3	2.81024e+07	3.41299e+07	2.46825e+07	2.75099e+07	3.0495e+07	2.4506e+07	2.91678e+07	2.85706e+07	3.38426e+07	2.72047e+07	2.73998e+07	2.78187e+07	2.59653e+07	2.6257e+07	1.92415e+07	1.7688e+07	1.99587e+07	3.0088e+07	2.79903e+07	1.86684e+07	2.3435e+07	2.26767e+07	1.88407e+07	2.33265e+07	2.40289e+07	2.31558e+07	2.24422e+07
ACSL1	6.26159e+07	5.32465e+07	5.1471e+07	5.83794e+07	4.42503e+07	4.45974e+07	6.15496e+07	5.85342e+07	3.59085e+07	4.87348e+07	5.43492e+07	5.1787e+07	4.32232e+07	3.59136e+07	4.61655e+07	5.14672e+07	4.85532e+07	5.64439e+07	5.09719e+07	3.41286e+07	3.39874e+07	3.04078e+07	5.16137e+07	4.01433e+07	3.89386e+07	3.63186e+07	3.49911e+07
ACSL3	2.7998e+07	2.44811e+07	3.42465e+07	3.02437e+07	2.53657e+07	3.58355e+07	2.76344e+07	2.70021e+07	2.36711e+07	2.4405e+07	2.41609e+07	2.25991e+07	2.48136e+07	2.88327e+07	2.85199e+07	3.22406e+07	2.85574e+07	2.8982e+07	2.87573e+07	2.83346e+07	2.45249e+07	2.64043e+07	3.79234e+07	2.69819e+07	2.57449e+07	3.08159e+07	3.03196e+07
ACSL4	4.84738e+07	4.25536e+07	5.48631e+07	4.77503e+07	5.2391e+07	5.58873e+07	5.24794e+07	5.34808e+07	4.33245e+07	4.32381e+07	4.33309e+07	3.90833e+07	4.95299e+07	5.44136e+07	5.38605e+07	5.68541e+07	4.75498e+07	4.15716e+07	4.04891e+07	5.51322e+07	5.12021e+07	4.80987e+07	5.69148e+07	5.9277e+07	5.71456e+07	4.54371e+07	4.24744e+07
ACSL5	8.73738e+06	8.24008e+06	8.29537e+06		1.32489e+07	7.75547e+06	8.33142e+06	9.17575e+06	9.56942e+06	8.6166e+06	8.36971e+06	8.40222e+06	723865							9.61383e+06	1.27445e+07	1.11162e+07	9.52468e+06	9.86907e+06	1.00234e+07	9.93522e+06	9.89275e+06
ACSS1	1.23245e+07	1.4621e+07	1.27695e+07	3.89362e+06	1.5e+07	1.27263e+07	1.05366e+07	1.17732e+07	1.88571e+07	1.21654e+07	1.32245e+07	1.28524e+07	2.71422e+06	2.91208e+06	3.0743e+06	2.04276e+06	2.80143e+06	2.86913e+06	3.03225e+06	1.0067e+07	1.30464e+07	1.25351e+07	1.19059e+07	1.07223e+07	1.15138e+07	1.25298e+07	1.22217e+07
ACSS2	1.6875e+07	1.59692e+07	1.17823e+07	9.13095e+06	1.27761e+07	1.95788e+07	1.55496e+07	1.55202e+07	1.04471e+07	1.20682e+07	1.41716e+07	1.4687e+07	9.55529e+06	9.74659e+06	9.70429e+06	1.07405e+07	8.24738e+06	7.49289e+06	6.93002e+06	1.12934e+07	1.09645e+07	1.11094e+07	1.18206e+07	1.67876e+07	1.13908e+07	1.48726e+07	1.51463e+07
ACTB	2.39362e+07	2.0105e+07	2.44456e+07	2.98496e+07	1.89469e+07	4.92203e+07	2.25876e+07	2.73085e+07	1.5058e+07	1.15786e+07	1.96235e+07	2.90266e+07	2.45842e+07	3.71255e+07	2.99453e+07	3.19382e+07	1.97142e+07	1.94809e+07	2.12447e+07	3.13387e+07	1.57199e+07	1.95243e+07	3.27415e+07	5.00257e+07	2.74312e+07	1.86428e+07	1.71027e+07
ACTBL2	1.40385e+07	7.44213e+06	1.8915e+07	1.10512e+07			1.32437e+07	1.47168e+07						1.34674e+07		1.12549e+07											
ACTG1	5.03797e+06	4.59024e+06	5.1232e+06	4.37488e+06	9.96316e+06	5.52715e+06	4.22368e+06	5.33727e+06	6.72926e+06	8.5745e+06	5.26342e+06	5.24126e+06	4.72498e+06	4.28211e+06	3.26772e+06	4.08071e+06	4.03973e+06	4.94597e+06	4.73367e+06	5.99691e+06	1.00692e+07	6.89551e+06	6.19706e+06	5.4138e+06	5.71512e+06	6.95571e+06	8.53419e+06
ACTL10																		4.42215e+06							6.71159e+06		
ACTL6A	1.43337e+08	1.51201e+08	1.74209e+08	1.7678e+08	1.87485e+08	1.71329e+08	1.61285e+08	1.64491e+08	1.49938e+08	1.72615e+08	1.5647e+08	1.53726e+08	1.73145e+08	2.01009e+08	1.62055e+08	2.04872e+08	1.87242e+08	1.71728e+08	1.6995e+08	1.64639e+08	1.83581e+08	1.83289e+08	1.78064e+08	1.68183e+08	1.52842e+08	1.90736e+08	2.04543e+08
ACTL8	3.36302e+06		1.2314e+07					8.95643e+06		1.99559e+07																	
ACTMAP	6.37627e+06	6.51662e+06	6.0039e+06	7.98773e+06	5.33979e+06	5.58058e+06	6.74259e+06	6.9982e+06	5.08361e+06	7.73843e+06	5.70243e+06	6.26758e+06	7.13577e+06	6.33909e+06	6.60714e+06	6.63692e+06	6.0405e+06	8.28866e+06	8.16046e+06	4.63241e+06	3.84679e+06	4.32872e+06	4.10388e+06	4.91129e+06	4.88088e+06	5.71277e+06	5.68888e+06
ACTN1	2.2846e+08	2.18846e+08	1.83332e+08	4.09153e+08	3.07143e+08	4.59769e+08	2.44212e+08	2.48867e+08	1.04933e+08	2.51132e+08	2.08956e+08	2.17203e+08	3.60082e+08	3.94714e+08	4.01201e+08	3.64579e+08	3.62208e+08	3.57557e+08	3.71421e+08	4.31146e+08	4.0362e+08	4.49715e+08	3.30202e+08	4.42951e+08	2.82036e+08	3.93045e+08	4.08605e+08
ACTN4	4.41948e+08	3.69692e+08	3.54162e+08	4.4024e+08	3.64986e+08	3.50155e+08	4.44222e+08	4.34773e+08	2.83556e+08	3.82175e+08	3.7703e+08	3.72458e+08	2.91656e+08	3.21948e+08	3.1096e+08	3.89069e+08	2.94408e+08	3.93827e+08	3.86749e+08	2.84284e+08	2.88345e+08	2.90018e+08	2.96406e+08	4.03891e+08	3.23308e+08	3.13247e+08	3.23357e+08
ACTR10	1.81431e+07	1.88862e+07	1.99247e+07	2.36208e+07	1.92051e+07	1.99964e+07	1.54779e+07	1.8224e+07	1.66774e+07	1.43841e+07	2.04744e+07	1.70642e+07	2.04958e+07	2.30193e+07	2.25946e+07	2.04589e+07	1.71529e+07	1.84139e+07	1.90915e+07	1.86628e+07	1.83339e+07	1.82665e+07	1.75785e+07	1.92245e+07	1.71255e+07	1.69639e+07	1.74363e+07
ACTR1A	6.49872e+07	7.68092e+07	7.655e+07	1.1898e+08	8.04055e+07	7.28758e+07	5.94347e+07	8.74173e+07	7.90875e+07	7.20047e+07	7.17431e+07	7.57118e+07	1.19661e+08	1.2041e+08	1.16885e+08	1.09442e+08	1.18523e+08	1.21865e+08	1.13095e+08	9.19415e+07	7.98156e+07	7.5574e+07	1.06338e+08	8.87578e+07	9.01992e+07	7.93915e+07	7.13308e+07
ACTR1B	3.00055e+07	2.99649e+07	2.87349e+07	2.37178e+07	4.57475e+07	3.77697e+07	3.136e+07	2.92139e+07	4.04e+07	3.36622e+07	3.30461e+07	2.947e+07	2.13136e+07	3.05354e+07	2.83785e+07	2.6018e+07	1.92053e+07	2.05788e+07	2.03494e+07	3.26411e+07	3.49442e+07	4.26291e+07	2.6264e+07	4.36846e+07	3.28746e+07	4.05122e+07	4.56644e+07
